harbor_seal,reference,ca_sea_lion,northern_elephant_seal,reference_gene_symbol,is_mt
XP_032265664.1,XP_038319187.1,XP_027445540.1,XP_045724742.2,BAZ2B,False
XP_032265665.1,XP_022281780.1,XP_027458883.2,XP_045722868.1,ABCC10,False
XP_032265668.1,XP_538935.3,XP_027458886.1,XP_045722870.1,DLK2,False
XP_032265669.1,XP_038542862.1,XP_027457392.2,XP_054362444.1,CRIP3,False
XP_032265672.1,XP_038319188.1,XP_027445541.1,XP_054362161.2,BAZ2B,False
XP_032265673.1,XP_038533072.1,XP_027458835.1,XP_064453696.1,TTBK1,False
XP_032265675.1,XP_538930.2,XP_027457578.1,XP_045725897.1,CUL9,False
XP_032265676.1,XP_013973934.1,XP_027457577.1,XP_045725896.1,CUL9,False
XP_032265677.1,XP_538931.4,XP_027457579.1,XP_045725920.1,DNPH1,False
XP_032265678.1,XP_852302.1,XP_027459010.1,XP_045725895.1,SRF,False
XP_032265679.1,XP_538929.2,XP_027459463.1,XP_045725923.1,PTK7,False
XP_032265681.1,XP_038529692.1,XP_027458688.1,XP_045725890.1,KLC4,False
XP_032265682.1,XP_532143.2,XP_027458689.1,XP_045725928.1,MRPL2,False
XP_032265683.1,XP_538928.3,XP_027458984.1,XP_045725888.1,CUL7,False
XP_032265684.1,XP_005627426.1,XP_027456871.1,XP_045725882.1,PPP2R5D,False
XP_032265686.1,XP_865234.1,XP_027456872.1,XP_045725883.1,KLHDC3,False
XP_032265688.1,XP_532141.5,XP_027456876.1,XP_045725935.1,MEA1,False
XP_032265694.1,XP_538926.2,XP_027457281.1,XP_045725879.1,PEX6,False
XP_032265695.1,XP_851722.1,XP_027457285.1,XP_045725876.1,CNPY3,False
XP_032265696.1,XP_532140.1,XP_027457284.1,XP_064453691.1,GNMT,False
XP_032265698.1,XP_038319190.1,XP_027445548.1,XP_054362162.2,BAZ2B,False
XP_032265700.1,XP_538924.3,XP_027459050.1,XP_045725875.1,RPL7L1,False
XP_032265703.1,XP_013973928.1,XP_027456651.1,XP_064453683.1,BICRAL,False
XP_032265704.1,XP_005627418.1,XP_027456653.2,XP_045725873.1,TBCC,False
XP_032265705.1,XP_005627415.1,XP_027457119.1,XP_064453674.1,UBR2,False
XP_032265708.1,XP_005627416.1,XP_027457121.1,XP_064453675.1,UBR2,False
XP_032265712.1,XP_005627417.1,XP_027457123.1,XP_045722866.1,UBR2,False
XP_032265715.1,XP_022281760.1,XP_027458827.1,XP_045722859.1,TRERF1,False
XP_032265716.1,XP_532137.2,XP_027459567.1,XP_045722857.1,MRPS10,False
XP_032265719.1,XP_005627400.1,XP_027457204.1,XP_045722850.1,TAF8,False
XP_032265721.1,XP_005627403.1,XP_027457206.1,XP_045722854.1,TAF8,False
XP_032265722.1,XP_532135.4,XP_027458213.1,XP_045722846.1,BYSL,False
XP_032265723.1,XP_864857.2,XP_027457809.1,XP_045722847.1,CCND3,False
XP_032265729.1,XP_038530578.1,XP_027458210.1,XP_064453662.1,USP49,False
XP_032265730.1,XP_013973911.1,XP_027458220.1,XP_045722849.1,MED20,False
XP_032265734.1,XP_538915.1,XP_027458211.2,XP_045722836.1,FRS3,False
XP_032265735.1,XP_038530668.1,XP_027458219.1,XP_064453663.1,PRICKLE4,False
XP_032265737.1,XP_851375.1,XP_027458222.1,XP_045722842.1,TOMM6,False
XP_032265738.1,XP_538914.4,XP_027458939.1,XP_045722826.1,FOXP4,False
XP_032265740.1,XP_852684.1,XP_027444557.1,XP_064443312.1,NPPC,False
XP_032265741.1,XP_532133.2,XP_027459158.1,XP_045721949.1,TREM2,False
XP_032265743.1,XP_005627370.1,XP_027458904.1,XP_045722824.1,LOC119863908,False
XP_032265745.1,XP_038319194.1,XP_027445555.1,XP_054362167.2,BAZ2B,False
XP_032265748.1,XP_852014.1,XP_027459103.1,XP_064453654.1,NFYA,False
XP_032265749.1,XP_005627362.1,XP_027459104.1,XP_045722801.1,NFYA,False
XP_032265750.1,XP_005627364.1,XP_027459106.1,XP_045722802.1,NFYA,False
XP_032265752.1,XP_005627365.1,XP_027459108.1,XP_045722804.1,NFYA,False
XP_032265753.1,XP_005627366.1,XP_027459109.1,XP_045722805.1,NFYA,False
XP_032265756.1,XP_038319195.1,XP_027445556.1,XP_045724746.2,BAZ2B,False
XP_032265758.1,XP_013973899.1,XP_027457694.1,XP_045722810.1,OARD1,False
XP_032265761.1,XP_538909.3,XP_027457692.1,XP_045722806.1,APOBEC2,False
XP_032265764.1,XP_022281729.2,XP_027458586.1,XP_045722118.2,LRFN2,False
XP_032265765.1,XP_038319196.1,XP_027445557.1,XP_054362169.2,BAZ2B,False
XP_032265767.1,XP_022281727.1,XP_027457168.1,XP_045722788.1,DAAM2,False
XP_032265769.1,XP_038527092.1,XP_027457166.1,XP_064453646.1,DAAM2,False
XP_032265770.1,XP_013973893.1,XP_027457169.2,XP_045722791.1,MOCS1,False
XP_032265773.1,XP_538905.3,XP_027457171.1,XP_064453648.1,MOCS1,False
XP_032265775.1,XP_038319200.1,XP_027445561.1,XP_054362171.2,BAZ2B,False
XP_032265776.1,XP_038539223.1,XP_027456664.2,XP_064453639.1,GLP1R,False
XP_032265780.1,XP_022281722.1,XP_027457683.1,XP_064453629.1,BTBD9,False
XP_032265781.1,XP_532129.3,XP_027459570.1,XP_045722782.1,GLO1,False
XP_032265782.1,XP_538897.3,XP_027457268.1,XP_064453634.1,ZFAND3,False
XP_032265786.1,XP_038536927.1,XP_027459767.1,XP_045725758.1,MDGA1,False
XP_032265788.1,XP_038526917.1,XP_027458240.1,XP_064453625.1,CMTR1,False
XP_032265789.1,XP_850758.2,XP_027458243.1,XP_045725754.1,CCDC167,False
XP_032265792.1,XP_864730.1,XP_027458238.1,XP_045722773.1,RNF8,False
XP_032265795.1,XP_038531783.1,XP_027457152.1,XP_045722772.1,TBC1D22B,False
XP_032265796.1,NP_001139649.1,XP_027459319.1,XP_045722770.1,PIM1,False
XP_032265797.1,XP_538892.2,XP_035584580.1,XP_045722768.1,FGD2,False
XP_032265801.1,XP_038531443.1,XP_027457874.1,XP_045722766.1,MTCH1,False
XP_032265802.1,XP_538890.3,XP_027458493.1,XP_045722765.1,PI16,False
XP_032265803.1,XP_005627338.1,XP_027457418.2,XP_064453613.1,C12H6orf89,False
XP_032265808.1,XP_038543146.1,XP_035584546.1,XP_045722759.1,PPIL1,False
XP_032265810.1,XP_013973875.1,XP_027459770.1,XP_064453610.1,CPNE5,False
XP_032265811.1,XP_538889.2,XP_027459772.1,XP_064453608.1,CPNE5,False
XP_032265813.1,XP_532125.3,XP_027458891.1,XP_064453607.1,CDKN1A,False
XP_032265814.1,XP_532124.3,XP_027457924.1,XP_045722756.1,SRSF3,False
XP_032265818.1,XP_538887.3,XP_027459355.1,XP_045722750.1,STK38,False
XP_032265823.1,XP_005627330.1,XP_027458753.1,XP_045722746.1,ETV7,False
XP_032265827.1,XP_038530804.1,XP_027457645.1,XP_054361810.1,BRPF3,False
XP_032265828.1,XP_038530806.1,XP_027457649.1,XP_064453597.1,BRPF3,False
XP_032265830.1,XP_005627323.1,XP_027459172.1,XP_045721941.1,MAPK13,False
XP_032265833.1,NP_001003206.1,XP_027457386.2,XP_045722739.1,MAPK14,False
XP_032265835.1,XP_005627322.2,XP_027457382.1,XP_045722737.1,SRPK1,False
XP_032265839.1,NP_001003287.1,XP_027458613.1,XP_045721939.1,CLPS,False
XP_032265843.1,XP_851769.1,XP_027458610.1,XP_064453593.1,ARMC12,False
XP_032265846.1,XP_535926.3,XP_027446521.1,XP_045724753.1,WDSUB1,False
XP_032265851.1,XP_538880.2,XP_027459764.1,XP_064453592.1,FKBP5,False
XP_032265852.1,NP_001239074.1,XP_027457893.1,XP_045722724.1,RPL10A,False
XP_032265854.1,NP_001041567.1,XP_027458915.1,XP_045722719.1,PPARD,False
XP_032265857.1,XP_038538539.1,XP_027458894.1,XP_045722716.1,DEF6,False
XP_032265858.1,XP_538875.2,XP_027458987.1,XP_054361803.1,ZNF76,False
XP_032265861.1,XP_005627308.1,XP_027459884.2,XP_064453570.1,SCUBE3,False
XP_032265863.1,XP_005627298.2,XP_027458391.1,XP_045722697.1,ANKS1A,False
XP_032265866.1,XP_851457.3,XP_027458393.1,XP_045722700.1,ANKS1A,False
XP_032265872.1,XP_038528347.1,XP_027458058.2,XP_045722695.1,UHRF1BP1,False
XP_032265874.1,NP_001300792.1,XP_035584598.1,XP_045722694.1,SNRPC,False
XP_032265875.1,XP_003431755.1,XP_027457357.1,XP_045722690.1,ILRUN,False
XP_032265881.1,XP_850083.1,XP_027458977.1,XP_045721935.1,PACSIN1,False
XP_032265882.1,NP_001239318.1,XP_027459278.1,XP_045722678.1,NUDT3,False
XP_032265885.1,NP_001238974.1,XP_035582031.1,XP_045722688.1,RPS10,False
XP_032265888.1,NP_001003387.1,XP_027457674.1,XP_045722679.1,HMGA1,False
XP_032265891.1,XP_851355.1,XP_027457677.1,XP_045722682.1,SMIM29,False
XP_032265893.1,XP_038536491.1,XP_027459971.1,XP_045721933.1,GRM4,False
XP_032265897.1,XP_849951.3,XP_027456787.1,XP_045722676.3,LEMD2,False
XP_032265898.1,XP_538868.3,XP_027456788.1,XP_054361795.2,IP6K3,False
XP_032265899.1,XP_003431746.1,XP_027456790.1,XP_045722675.1,UQCC2,False
XP_032265900.1,XP_013973846.1,XP_035584453.1,XP_064453542.1,ITPR3,False
XP_032265902.1,NP_001018644.1,XP_027458965.1,XP_064453540.1,BAK1,False
XP_032265903.1,XP_003639465.3,XP_027456892.1,XP_045722664.1,ZBTB9,False
XP_032265904.1,XP_038319341.1,XP_027447296.1,XP_054362176.2,TANC1,False
XP_032265906.1,XP_038540535.1,XP_027456879.1,XP_064453539.1,SYNGAP1,False
XP_032265918.1,XP_851239.1,XP_027456886.1,XP_045722657.1,PHF1,False
XP_032265921.1,XP_038533197.1,XP_035584236.1,XP_045722655.1,SMIM40,False
XP_032265925.1,XP_038530982.1,XP_027459545.2,XP_045722651.1,DAXX,False
XP_032265926.1,XP_538860.2,XP_027458783.2,XP_064453529.1,RGL2,False
XP_032265927.1,NP_001041566.1,XP_027458787.1,XP_045722645.1,TAPBP,False
XP_032265928.1,XP_013971975.1,XP_027458791.1,XP_054361792.1,LOC610181,False
XP_032265929.1,XP_038540769.1,XP_027458786.1,XP_045722641.1,WDR46,False
XP_032265931.1,NP_001074191.1,XP_027458789.1,XP_054361789.1,B3GALT4,False
XP_032265934.1,NP_001041553.1,XP_027457698.2,XP_045722638.1,VPS52,False
XP_032265935.1,XP_022270463.1,XP_035582456.1,XP_064442643.1,PKP4,False
XP_032265936.1,NP_001041547.1,XP_035578916.1,XP_045722643.1,RPS18,False
XP_032265937.1,NP_001041593.1,XP_027457096.1,XP_064453528.1,RING1,False
XP_032265938.1,XP_005627254.1,XP_027457090.1,XP_045722630.1,RXRB,False
XP_032265939.1,XP_538856.2,XP_027457091.1,XP_045722631.1,RXRB,False
XP_032265940.1,NP_001041565.1,XP_027457093.1,XP_045722632.2,SLC39A7,False
XP_032265943.1,XP_538855.2,XP_027459368.2,XP_045721930.2,COL11A2,False
XP_032265953.1,XP_013966219.1,XP_027444373.1,XP_064442642.1,PKP4,False
XP_032265957.1,NP_001041552.1,XP_035584353.1,XP_064453520.1,BRD2,False
XP_032265958.1,NP_001257999.1,XP_027458999.2,XP_045722617.1,DLA-DMB,False
XP_032265961.1,XP_543284.3,XP_027443798.1,XP_045723393.1,B3GNT7,False
XP_032265969.1,XP_022281479.1,XP_027456726.1,XP_045721970.1,DEFB113,False
XP_032265971.1,XP_038536409.1,XP_027459245.1,XP_045721975.2,GCM1,False
XP_032265972.1,XP_003431789.1,XP_027456782.1,XP_045721971.1,DEFB110,False
XP_032265973.1,XP_022281478.1,XP_027456832.1,XP_045722136.1,DEFB114,False
XP_032265975.1,XP_005627819.2,XP_027457202.2,XP_064453669.1,C12H6orf132,False
XP_032265977.1,XP_005627659.1,XP_027458542.1,XP_045721379.1,GJB7,False
XP_032265979.1,XP_038319283.1,XP_035582814.1,XP_064442654.1,CCDC148,False
XP_032265981.1,XP_003639484.1,XP_027458539.1,XP_045723018.1,LMBRD1,False
XP_032265984.1,XP_038542692.1,XP_027459858.2,XP_045721367.2,EYS,False
XP_032265985.1,XP_022281874.1,XP_027459862.1,XP_045721362.1,GFRAL,False
XP_032265987.1,XP_038533374.1,XP_027459183.1,XP_045721359.1,IL17F,False
XP_032265992.1,XP_038528590.1,XP_027458545.1,XP_045721956.1,ANKRD66,False
XP_032265993.1,XP_022281817.1,XP_027459868.1,XP_064454455.1,SPATS1,False
XP_032265995.1,NP_001003175.2,XP_027459870.1,XP_064454454.1,VEGFA,False
XP_032265996.1,XP_005627422.1,XP_027459871.1,XP_045725947.1,PTCRA,False
XP_032265997.1,XP_005627405.1,XP_035584364.1,XP_064453671.1,GUCA1ANB,False
XP_032265998.1,XP_038542572.1,XP_027459873.1,XP_064454453.1,LOC609023,False
XP_032266000.1,XP_022281737.1,XP_027458408.1,XP_045721951.1,TREML2,False
XP_032266001.1,XP_038319226.1,XP_027445795.1,XP_064442637.1,ACVR1,False
XP_032266005.1,XP_022281701.1,XP_027458712.1,XP_045722114.1,TMEM217,False
XP_032266006.1,XP_022281702.1,XP_027458714.1,XP_045722113.1,TMEM217,False
XP_032266008.1,XP_038540481.1,XP_027458631.1,XP_045721943.1,RAB44,False
XP_032266010.1,XP_038319219.1,XP_027446625.1,XP_045724782.1,ACVR1C,False
XP_032266011.1,XP_022281680.1,XP_027457381.1,XP_045722108.1,SLC26A8,False
XP_032266012.1,XP_038533210.1,XP_035584235.1,XP_064453589.1,TEAD3,False
XP_032266015.1,XP_022281642.1,XP_027458269.1,XP_054361793.1,KIFC1,False
XP_032266018.1,XP_038533183.1,XP_027459883.2,XP_064454428.1,LOC119881611,False
XP_032266020.1,XP_022282066.1,XP_027457047.1,XP_045721996.1,LYRM2,False
XP_032266021.1,XP_038319222.1,XP_027446631.1,XP_045724783.1,ACVR1C,False
XP_032266023.1,XP_532227.2,XP_027458600.1,XP_064453915.1,CFAP206,False
XP_032266026.1,NP_001002988.1,XP_027458530.1,XP_045721993.1,CGA,False
XP_032266028.1,XP_022281975.2,XP_027456630.1,XP_064453858.1,IMPG1,False
XP_032266029.1,NP_001106928.1,XP_027456672.1,XP_045721984.1,OOEP,False
XP_032266030.1,XP_003639485.1,XP_027456675.1,XP_045721983.1,DPPA5,False
XP_032266031.1,XP_038540886.1,XP_027458459.1,XP_045723019.1,COL9A1,False
XP_032266033.1,NP_001041568.1,XP_027458602.1,XP_064453025.1,LGSN,False
XP_032266034.1,XP_538971.2,XP_027459991.2,XP_045721978.1,FAM83B,False
XP_032266035.1,XP_545482.2,XP_027446325.1,XP_045724784.1,CYTIP,False
XP_032266040.1,NP_001301024.1,XP_027458659.1,XP_064453094.1,LOC474938,False
XP_032266041.1,XP_005627522.1,XP_027458101.2,XP_064453093.1,PKHD1,False
XP_032266042.1,NP_001002977.1,XP_027458327.1,XP_045721973.1,TFAP2B,False
XP_032266044.1,XP_538956.2,XP_035584534.1,XP_045721972.1,TFAP2D,False
XP_032266045.1,XP_005627519.1,XP_035584471.1,XP_045721965.1,LOC481834,False
XP_032266048.1,XP_849476.1,XP_027447368.1,XP_045723395.1,ERMN,False
XP_032266049.1,NP_001104238.1,XP_027458892.1,XP_064453091.1,RHAG,False
XP_032266050.1,XP_005627516.2,XP_027459283.2,XP_045721962.1,C12H6orf141,False
XP_032266053.1,XP_538943.2,XP_027458235.1,XP_045722926.1,CLIC5,False
XP_032266054.1,XP_866055.1,XP_027458236.1,XP_045722928.1,CLIC5,False
XP_032266055.1,XP_022281815.1,XP_027459082.1,XP_045722127.1,TCTE1,False
XP_032266056.1,XP_038537923.1,XP_027458436.2,XP_064453728.1,CAPN11,False
XP_032266060.1,XP_538933.2,XP_027457395.2,XP_045725913.1,CRIP3,False
XP_032266061.1,XP_005627820.2,XP_027459053.1,XP_045725949.1,C12H6orf226,False
XP_032266062.1,NP_001003289.1,XP_027458535.1,XP_064453682.1,PRPH2,False
XP_032266063.1,XP_038533286.1,XP_035584508.1,XP_045722835.1,PGC,False
XP_032266065.1,XP_038319131.1,XP_035582565.1,XP_054362185.1,GPD2,False
XP_032266066.1,XP_538902.2,XP_027459235.1,XP_045721946.1,KCNK16,False
XP_032266068.1,XP_038533276.1,XP_027459233.2,XP_045721945.1,KCNK17,False
XP_032266069.1,XP_538901.2,XP_027459734.1,XP_045722785.1,KCNK5,False
XP_032266071.1,XP_850945.2,XP_027458630.1,XP_045722784.1,SAYSD1,False
XP_032266072.1,NP_001277038.1,XP_027458475.1,XP_064453600.1,PNPLA1,False
XP_032266076.1,XP_538969.2,XP_027458677.1,XP_064453095.1,TINAG,False
XP_032266077.1,XP_022281674.2,XP_027458407.1,XP_054361646.1,TULP1,False
XP_032266079.1,XP_003639456.1,XP_027457889.1,XP_045722723.1,FANCE,False
XP_032266081.1,XP_532117.4,XP_027458399.2,XP_064453560.1,TCP11,False
XP_032266086.1,XP_532116.1,XP_027458400.1,XP_045722702.1,TAF11,False
XP_032266090.1,XP_005627257.2,XP_027458784.1,XP_045722648.1,ZBTB22,False
XP_032266091.1,XP_851004.3,XP_027457094.1,XP_045722635.2,HSD17B8,False
XP_032266093.1,NP_001300716.1,XP_027456700.1,XP_045722622.1,DLA-DOA,False
XP_032266094.1,NP_001041564.1,XP_027459814.1,XP_045722618.1,DLA-DMA,False
XP_032266101.1,XP_851321.3,XP_027456737.1,XP_064453660.1,MDFI,False
XP_032266103.1,XP_022281778.1,XP_027457393.1,XP_045725901.1,SLC22A7,False
XP_032266106.1,NP_001271421.1,XP_027458317.1,XP_045722825.1,TREM1,False
XP_032266110.1,XP_538907.2,XP_027458288.1,XP_045721947.1,UNC5CL,False
XP_032266111.1,XP_022281752.1,XP_027458796.1,XP_045722123.1,GUCA1A,False
XP_032266112.1,NP_001005254.1,XP_027446856.1,XP_064441870.1,CCL20,False
XP_032266114.1,XP_538922.1,XP_027459497.1,XP_064453672.1,GUCA1B,False
XP_032266115.1,XP_538947.3,XP_027458536.1,XP_045721957.1,MEP1A,False
XP_032266116.1,NP_001300735.1,XP_027456792.2,XP_045721932.1,MLN,False
XP_032266117.1,NP_001159350.1,XP_027459352.1,XP_045721974.1,IL17A,False
XP_032266119.1,XP_535920.2,XP_035582793.1,XP_064442626.1,NR4A2,False
XP_032266122.1,XP_545477.2,XP_027446958.1,XP_045724796.1,KCNJ3,False
XP_032266123.1,XP_538477.6,XP_027478209.1,XP_045739743.1,SIX3,False
XP_032266126.1,XP_005642499.2,XP_027478533.1,XP_045740456.1,ADRA2B,False
XP_032266127.1,XP_855502.1,XP_027478825.1,XP_064428428.1,CD207,False
XP_032266132.1,XP_038308862.1,XP_027478723.2,XP_045740311.1,MEMO1,False
XP_032266134.1,XP_850973.1,XP_027477487.1,XP_045740312.1,SPAST,False
XP_032266135.1,XP_005630372.1,XP_027477488.1,XP_045740313.1,SPAST,False
XP_032266137.1,XP_862831.1,XP_027477489.1,XP_045740315.1,SPAST,False
XP_032266138.1,XP_038308999.1,XP_027477490.1,XP_045740316.1,SPAST,False
XP_032266142.1,XP_850953.1,XP_027477492.1,XP_045740318.1,DPY30,False
XP_032266143.1,XP_532924.3,XP_027478035.1,XP_045740321.1,SLC30A6,False
XP_032266145.1,XP_532925.1,XP_027477004.1,XP_045740324.1,YIPF4,False
XP_032266146.1,XP_038309452.1,XP_027476540.2,XP_045740325.2,BIRC6,False
XP_032266147.1,XP_038309453.1,XP_027476542.2,XP_045740326.2,BIRC6,False
XP_032266149.1,XP_038309455.1,XP_027476544.2,XP_045740328.2,BIRC6,False
XP_032266151.1,XP_038309460.1,XP_027476547.2,XP_045740332.2,BIRC6,False
XP_032266154.1,XP_532927.4,XP_027478916.1,XP_064428157.1,TTC27,False
XP_032266156.1,XP_038309171.1,XP_027477231.2,XP_064428159.1,LTBP1,False
XP_032266157.1,XP_038309172.1,XP_027477233.2,XP_064428162.1,LTBP1,False
XP_032266158.1,XP_038309173.1,XP_027477235.2,XP_064428163.1,LTBP1,False
XP_032266161.1,XP_013975915.2,XP_027477237.2,XP_045740342.1,LTBP1,False
XP_032266163.1,XP_013975916.2,XP_027477238.2,XP_045740343.1,LTBP1,False
XP_032266164.1,XP_013975917.2,XP_027477239.2,XP_045740344.1,LTBP1,False
XP_032266168.1,XP_022260333.1,XP_027477616.1,XP_064428171.1,RASGRP3,False
XP_032266171.1,XP_532929.1,XP_027478797.1,XP_045740354.1,FAM98A,False
XP_032266172.1,XP_532931.2,XP_027478661.1,XP_045740358.1,CRIM1,False
XP_032266174.1,XP_005630387.1,XP_027478662.1,XP_045740359.1,CRIM1,False
XP_032266177.1,XP_005630388.1,XP_027478664.1,XP_045740360.1,FEZ2,False
XP_032266178.1,XP_005640243.1,XP_027446706.1,XP_045723405.1,GALNT13,False
XP_032266179.1,XP_005630389.1,XP_027478665.1,XP_045740361.1,FEZ2,False
XP_032266181.1,XP_540147.4,XP_027476246.2,XP_045740365.1,VIT,False
XP_032266182.1,XP_038308824.1,XP_027479907.2,XP_045740367.1,STRN,False
XP_032266183.1,XP_540148.2,XP_027478379.1,XP_064428181.1,HEATR5B,False
XP_032266185.1,XP_532830.4,XP_027479097.1,XP_045740375.1,GPATCH11,False
XP_032266186.1,XP_038319786.1,XP_027445760.1,XP_045723833.1,KCNE4,False
XP_032266189.1,NP_001041600.1,XP_027478341.1,XP_064428188.1,EIF2AK2,False
XP_032266192.1,XP_540150.3,XP_027477865.1,XP_045740376.1,CEBPZ,False
XP_032266197.1,XP_540151.2,XP_027476781.1,XP_045740378.1,PRKD3,False
XP_032266201.1,XP_022260341.1,XP_027476785.1,XP_045740383.1,NDUFAF7,False
XP_032266204.1,XP_038319319.1,XP_027446203.1,XP_045723407.1,RPRM,False
XP_032266205.1,XP_022261669.1,XP_027477868.1,XP_045740387.1,LOC111091116,False
XP_032266206.1,XP_038309075.1,XP_027478349.1,XP_045740388.1,QPCT,False
XP_032266208.1,XP_532935.1,XP_027478576.1,XP_064428196.1,CDC42EP3,False
XP_032266211.1,XP_022260353.1,XP_027478277.1,XP_064428197.1,RMDN2,False
XP_032266212.1,NP_001153156.1,XP_027477924.1,XP_045740394.1,CYP1B1,False
XP_032266214.1,XP_005630414.1,XP_027477438.1,XP_064428200.1,ATL2,False
XP_032266215.1,XP_003639636.1,XP_027477439.1,XP_045740395.1,ATL2,False
XP_032266217.1,XP_003639639.2,XP_027477130.1,XP_054365661.1,HNRNPLL,False
XP_032266219.1,XP_540154.2,XP_027477133.1,XP_045740402.1,GALM,False
XP_032266221.1,XP_022260359.1,XP_027478358.1,XP_045740405.1,LOC100685565,False
XP_032266222.1,XP_532939.2,XP_027478359.1,XP_045740406.1,SRSF7,False
XP_032266223.1,XP_005630427.1,XP_027478360.1,XP_045740407.1,SRSF7,False
XP_032266224.1,XP_003432237.1,XP_027478361.1,XP_045740408.1,SRSF7,False
XP_032266225.1,XP_005630428.1,XP_027478362.1,XP_045740409.1,SRSF7,False
XP_032266231.1,XP_532941.2,XP_027479819.1,XP_064428206.1,GEMIN6,False
XP_032266235.1,XP_540155.1,XP_035584692.1,XP_064428203.1,DHX57,False
XP_032266237.1,XP_038308956.1,XP_027478577.1,XP_064429586.1,MORN2,False
XP_032266238.1,XP_540156.4,XP_027476670.1,XP_064428211.1,ARHGEF33,False
XP_032266242.1,NP_001300808.1,XP_027479957.1,XP_045740424.1,CDKL4,False
XP_032266244.1,XP_532943.2,XP_027476889.1,XP_045740427.1,MAP4K3,False
XP_032266245.1,XP_005632054.4,XP_027444247.1,XP_045724803.2,PRPF40A,False
XP_032266247.1,XP_003432244.1,XP_027476890.1,XP_045740428.1,MAP4K3,False
XP_032266251.1,XP_532944.4,XP_027478013.1,XP_064428214.1,TMEM178A,False
XP_032266252.1,XP_540159.2,XP_027479788.1,XP_045740433.1,THUMPD2,False
XP_032266276.1,NP_001291891.1,XP_027476863.2,XP_064428226.1,SLC8A1,False
XP_032266278.1,XP_854378.2,XP_027479729.1,XP_045740439.1,PKDCC,False
XP_032266279.1,XP_852185.2,XP_027444249.1,XP_045724808.1,ARL6IP6,False
XP_032266281.1,XP_005630437.1,XP_027476910.1,XP_045740440.1,EML4,False
XP_032266282.1,XP_038308965.1,XP_027476911.1,XP_045740441.1,EML4,False
XP_032266285.1,XP_532946.1,XP_027479577.1,XP_064428232.1,COX7A2L,False
XP_032266287.1,XP_864035.1,XP_027477107.2,XP_045739690.1,KCNG3,False
XP_032266291.1,XP_038308933.1,XP_027477099.1,XP_064428233.1,MTA3,False
XP_032266294.1,XP_540165.2,XP_027478864.1,XP_045740446.1,ARID5A,False
XP_032266297.1,XP_038308931.1,XP_027478444.1,XP_064428238.1,ITPRIPL1,False
XP_032266298.1,XP_038309045.1,XP_027476883.1,XP_045740452.1,SNRNP200,False
XP_032266299.1,XP_532950.2,XP_027476884.1,XP_064428240.1,CIAO1,False
XP_032266304.1,XP_864404.1,XP_027478860.1,XP_064428245.1,TMEM127,False
XP_032266305.1,XP_532951.3,XP_027476438.2,XP_045740454.1,STARD7,False
XP_032266314.1,XP_022260407.1,XP_027479375.1,XP_045740465.1,FAHD2A,False
XP_032266315.1,XP_003639644.2,XP_027479732.2,XP_054365677.1,KCNIP3,False
XP_032266316.1,XP_003639645.1,XP_027479733.1,XP_045740466.1,KCNIP3,False
XP_032266320.1,XP_038314785.1,XP_027444969.2,XP_045724816.1,LOC476151,False
XP_032266322.1,XP_005630460.2,XP_027477841.1,XP_045739924.2,PROM2,False
XP_032266334.1,XP_532953.3,XP_027479116.1,XP_045740471.1,MRPS5,False
XP_032266338.1,NP_001003253.1,XP_027479885.2,XP_045740477.1,MAL,False
XP_032266341.1,XP_540171.2,XP_027477975.1,XP_064428256.1,MALL,False
XP_032266342.1,NP_001182770.1,XP_027479074.1,XP_045740481.1,NPHP1,False
XP_032266345.1,XP_005630476.1,XP_027477217.1,XP_064428273.1,ACOXL,False
XP_032266350.1,XP_038309101.1,XP_027477224.1,XP_045740493.2,BCL2L11,False
XP_032266356.1,XP_532958.2,XP_027477362.1,XP_064428274.1,ANAPC1,False
XP_032266359.1,XP_005630494.2,XP_027478731.1,XP_045740503.1,MERTK,False
XP_032266360.1,XP_038314983.1,XP_027445653.1,XP_045724818.1,STAM2,False
XP_032266362.1,XP_005630495.1,XP_027477240.1,XP_064428277.1,TMEM87B,False
XP_032266363.1,XP_005630496.1,XP_027477241.1,XP_045740506.2,TMEM87B,False
XP_032266365.1,XP_540177.3,XP_027479911.1,XP_045740507.1,FBLN7,False
XP_032266366.1,XP_540178.4,XP_027479104.1,XP_054365694.1,ZC3H8,False
XP_032266367.1,XP_005630499.2,XP_027477214.1,XP_045740513.1,ZC3H6,False
XP_032266368.1,XP_540180.2,XP_027477051.1,XP_045740514.1,TTL,False
XP_032266371.1,XP_003639648.2,XP_027477047.1,XP_045740515.1,POLR1B,False
XP_032266372.1,XP_005630502.1,XP_027479882.1,XP_045740517.1,CHCHD5,False
XP_032266373.1,XP_038309216.1,XP_027477510.1,XP_045740519.1,SLC20A1,False
XP_032266374.1,XP_532961.4,XP_027478202.1,XP_045740521.1,CKAP2L,False
XP_032266375.1,NP_001003157.2,XP_027479400.1,XP_064428284.1,IL1A,False
XP_032266377.1,XP_854689.4,XP_027479870.1,XP_045739694.1,IL1F10,False
XP_032266379.1,XP_005630510.1,XP_027478799.1,XP_045739693.1,IL36RN,False
XP_032266380.1,NP_001003096.1,XP_027479341.1,XP_054365701.1,IL1RN,False
XP_032266383.1,XP_022260444.2,XP_027479128.1,XP_045740527.1,PSD4,False
XP_032266384.1,XP_003639654.1,XP_027479878.1,XP_045740531.1,RPIA,False
